"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV38eacd5aae21","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"ASV7209bf51f759","Bacteria","Pseudomonadota","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus",NA
"ASVffcb689d0f16","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella",NA
"ASVc88caae2cbc4","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","testaceum"
"ASV69b4b94053f6","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"ASVddf29a034027","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"ASV49273564c11d","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV53d62acaa768","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group",NA
"ASVcd81a0af6fa6","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus","erythropolis"
"ASV7908b11470b3","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","vibrioides"
"ASV7730e223c2be","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","xenovorans"
"ASVf0cd9dc570d5","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Brucella","melitensis"
"ASV46141ed1367f","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Endobacterium",NA
"ASV202267384656","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","bullata"
"ASV61192ab7fc50","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia",NA
"ASVd3321805a392","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV27caea67a21c","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Chelativorans",NA
"ASV4d78e9c069bb","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","bromii"
"ASVd60b1165f993","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","coli"
"ASV5a1e89cc98f2","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","indologenes"
"ASV2c83ad2ce552","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"ASV38555c9c6166","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"ASVc087aee751e4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"ASV5107786af8db","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"ASVeacf45e45eed","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","multivorum"
"ASV8427c44d0c62","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dokdonella",NA
"ASV1d2f52a5033e","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Faecalimonas",NA
"ASV130e310dd555","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV3a9277eb97e0","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","terrigena"
"ASV723b88ae699f","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","comes"
"ASV282a1bb35482","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVad24189bfa92","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","marcescens"
"ASVedfbac3231a8","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Rhodopseudomonas",NA
"ASVba7b7a771f0f","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Bosea",NA
"ASVcdac0e2a990b","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","vesicularis"
"ASVef701db04cec","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-008",NA
"ASV5e6388823b80","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","lutetiensis"
"ASVa0099339c59b","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gauvreauii group",NA
"ASVd5fa8d7e4fb0","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","bereziniae"
"ASV9e07fb587a54","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"ASV4b4d0b478196","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Rufibacter",NA
"ASVb28e28813f5c","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA
"ASVfe16ee68eca0","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV8c4e17955919","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"ASV7056014a71ba","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","putida"
"ASVd118e55d83b3","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","obeum"
"ASV512f92f5e631","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] eligens group",NA
"ASV0b80db85d147","Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Thermus","scotoductus"
"ASVb24a182c6f2f","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",NA
"ASVac7e72d0c1e3","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"ASV17a2dd138d27","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","gallolyticus"
"ASV42a2801b5041","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","oculi"
"ASV02723aa60bb2","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","alaskensis"
"ASV7f743faabaad","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVd2faf0bc7bbe","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Pseudogracilibacillus",NA
"ASV1c4340c26f13","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV7d2be5203e4c","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASVc0bcfd45c06e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","hispalense"
"ASVe467d2b7fa89","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASVb29b6d5d63a0","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV1a401b3aa8fe","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Gordonia","terrae"
"ASVd27d0072d5b1","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","timonae"
"ASV7dcf9cf26f1d","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Xanthomonas",NA
"ASV8d8325cb4cd4","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"ASVd6a6d856c2e5","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","amylovorus"
"ASV3ffa3265b190","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV96899490109e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","taklimakanense"
"ASV5d8f5e011b43","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Calothrix PCC-6303",NA
"ASV6590de7981cc","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsaceae","Aliterella",NA
"ASVc5d775b00a3a","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVbd1521f591e9","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Shinella",NA
"ASV33fc4fa86238","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae",NA,NA
"ASV8502b8238687","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","indistinctus"
"ASV656c11326c32","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"ASV52f3911bdb47","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASV8ba990882d85","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium","radiotolerans"
"ASVd1d87d487cd6","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Amaricoccus","tamworthensis"
"ASVbe6095194b47","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"ASV9bffa74fb363","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"ASV063d4aa205f2","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax","dieselolei"
"ASV23cb09a994e9","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
"ASV351678e02ac1","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASVc9945b36de2e","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"ASV4d2796c4a953","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVb4a43e8d0e92","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","hadrus"
"ASV862a27aca4c5","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","yanoikuyae"
"ASVc80401c852a6","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","pickettii"
"ASV46bc3f47ac2a","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae",NA,NA
"ASVce62c15a5b16","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV753ef85bfc06","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","natriegens"
"ASV97f1e3523f39","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASVe2e8d5b8f1f3","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","terrae"
"ASVd44b07e6b86a","Bacteria","Actinomycetota","Actinobacteria","Micrococcales",NA,NA,NA
"ASV62775e6005a7","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dyella",NA
"ASV467b7619906b","Eukaryota",NA,NA,NA,NA,NA,NA
"ASVb63e49132400","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","fimi"
"ASV916e12a9ec13","Bacteria","Actinomycetota","Actinobacteria","Actinomycetales","Actinomycetaceae","Flaviflexus",NA
"ASV4aafb85bbfd2","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","aureus"
"ASV0121447a8377","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Calothrix PCC-6303",NA
"ASV7aa07b73a61c","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales",NA,NA,NA
"ASV1fb9cbd1e86c","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas",NA
"ASVd37c1d13416d","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVbb3bc658e9d1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","anthropi"
"ASV6d88a25e1711","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVd05e0f325d53","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"ASVf60875638d6e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","indologenes"
"ASVe9e6ac7e8c79","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV25a1a9662500","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","CAG-56",NA
"ASV7d448ae89273","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA
"ASVfa949b4848d0","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA
"ASVdc93c1b15d99","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pseudorhodoferax",NA
"ASVc55cde649979","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","DSSF69",NA
"ASV44910e212265","Bacteria","Actinomycetota","Acidimicrobiia","Actinomarinales",NA,NA,NA
"ASVd104d82be75b","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",NA
"ASVafee1c8bd378","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASVd478b40f0575","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"ASV280b4eaad41c","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
